id,title,genres,original_language,popularity,production_companies,release_year,budget,revenue,runtime,status,vote_average,vote_count,credits,keywords,revenue_budget_ratio,matched_production_companies
16052,Selena,Drama-Music-History,en,20.644,"['q', 'esparza / katz']",1997,20000000,60000000.0,127.0,Released,7.7,3.4726267686771006,Jennifer Lopez-Edward James Olmos-Constance Marie-Jon Seda-Lupe Ontiveros-Jackie Guerra-Jacob Vargas-Seidy López-Rebecca Lee Meza-Victoria Elena Flores-Rafael Tamayo-George Perez-Panchito Gómez-Selena Quintanilla-Don Shelton-Ricky Vela-A.B. Quintanilla-Suzette Arriaga,texas-biography-singer-elopement-bustier-fan club,3.0,
300561,World War III,Comedy-Fantasy,ar,2.036,['el sobky  for cinema'],2014,1500000,4500000.0,105.0,Released,7.4,0.05825469,Ahmad Fahmy-Chico-Hesham Maged-Bayoumi Fouad-Mahmoud ElGendy-Ahmed Fathi-Ali Rabie-Inam Salusah-Alaa Morsi-Mohamed Osama-Ahmed Halawa-Salah Abdallah-Amr Youssef-Mohamed Tharwat-Mohamed Ali Rizq-Youssef Eid-Samir Ghanem-Ahmed ElSalakawi-Alaa Zinhom-Shaima Abdel Qadir-Mohamed Abdel Rahman-Bussy-Ahmed Mazhar-Ashraf Position-Wael El Awny,museum-world war iii,3.0,
66530,Gentleman,Action-Crime,ta,3.09,['a r s international'],1993,740854,2200000.0,160.0,Released,7.0,0.035600088,Arjun Sarja-Madhoo-M. N. Nambiar-Goundamani-Charan Raj-Subhashri-Senthil-Vineeth Radhakrishnan-Manorama-Rajan P Dev-Ajay Rathnam-Omakuchi Narasimhan-Chokkalinga Bhagavathar-Rajendran-Prabhu Deva-Gautami Tadimalla-Raju Sundaram-Raghava Lawrence-G. V. Prakash Kumar-Rohini,corruption-education-vigilante-bribery,2.969545956423263,
466501,Sunday Holiday,Comedy-Romance,ml,2.804,['maqtro'],2017,740854,2200000.0,135.0,Released,5.8,0.0517819462244488,Asif Ali-Aparna Balamurali-Sreenivasan-Siddique-Lal Jose-Asha Sarath-Alencier Ley Lopez-Sudheer Karamana-Dharmajan Bolgatty-Nirmal Palazhi-Bhagath Manuel-KPAC Lalitha-Shruti Ramachandran-Kalasala Babu-Shivaji Guruvayoor-Meghanathan-Thezni Khan-V K Sreeraman-Vinaya Prasad-Pradeep Kottayam-Sethu Lakshmi-Sunish Kumar-Jis Joy-Aliyar-Fr. Bobby Jose Kattikad-Athira Patel-Nandana Varma-Alphy Panjikaran-Nazar Latheef-Shiny Sarah,movie business-writing,2.969545956423263,
466501,Sunday Holiday,Comedy-Romance,ml,1.726,['maqtro'],2017,740854,2200000.0,135.0,Released,5.8,0.0517819462244488,Asif Ali-Aparna Balamurali-Sreenivasan-Siddique-Lal Jose-Asha Sarath-Alencier Ley Lopez-Sudheer Karamana-Dharmajan Bolgatty-Nirmal Palazhi-Bhagath Manuel-KPAC Lalitha-Shruti Ramachandran-Kalasala Babu-Shivaji Guruvayoor-Meghanathan-Thezni Khan-V K Sreeraman-Vinaya Prasad-Pradeep Kottayam-Sethu Lakshmi-Sunish Kumar-Jis Joy-Aliyar-Fr. Bobby Jose Kattikad-Athira Patel-Nandana Varma-Alphy Panjikaran-Nazar Latheef-Shiny Sarah,movie business-writing,2.969545956423263,
11773,Village of the Damned,Horror-Science Fiction,en,10.396,"['metro', 'goldwyn', 'mayer british']",1960,740854,2175000.0,77.0,Released,7.2,1.1197845871037062,George Sanders-Barbara Shelley-Martin Stephens-Michael Gwynn-Laurence Naismith-Richard Warner-Jenny Laird-Sarah Long-Thomas Heathcote-Charlotte Mitchell-Pamela Buck-Rosamund Greenwood-Susan Richards-Bernard Archard-Peter Vaughan-John Phillips-Richard Vernon-John Stuart-Keith Pyott-Alexander Archdale-Sheila Robins-Tom Bowman-Anthony Harrison-Diane Aubrey-Gerald Paris-June Cowell-Linda Bateson-John Kelly-Carla Cura-Lesley Scoble-Mark Mileham-Roger Malik-Elizabeth Munden-Teri Scoble-Peter Preidel-Peter Taylor-Howard Knight-Brian Smith-Janice Howley-Paul Norman-Robert Marks-John Bush-Billy Lawrence,suicide-england-based on novel or book-parent child relationship-youngster-pregnancy-parish-village-car crash-mind reading-explosion-cult film-military-evil child-forced suicide,2.935801116009362,
368330,Katyar Kaljat Ghusali,Music,mr,0.6,['unknown'],2015,1500000,4400000.0,162.0,Released,9.0,0.0161818581951402,Shankar Mahadevan-Amruta Khanvilkar-Sakshi Tanwar-Subodh Bhave-Sachin Pilgaonkar-Mrunmayee Deshpande,unknown,2.933333333333333,
456048,The Humanity Bureau,Action-Science Fiction-Adventure,en,14.387,['unknown'],2017,6000000,17544173.0,94.0,Released,4.8,0.9644387484303596,Nicolas Cage-Sarah Lind-Jakob Davies-Hugh Dillon-Vicellous Reon Shannon-Jett Klyne-Lorne Cardinal-Destee Klyne-David Lovgren-Leo Fafard-Kurt Max Runte-Nikolas Filipovic-Mel Tuck-Sheldon Bergstrom-Leanna Brodie-Melanie Walden-Bill Dow,dystopia,2.9240288333333333,
90634,Hum Tumhare Hain Sanam,Drama-Romance,hi,5.183,['bmb'],2002,4800000,14000000.0,174.0,Released,5.6,0.1294548655611221,Shah Rukh Khan-Salman Khan-Madhuri Dixit-Atul Agnihotri-Suman Ranganathan-Alok Nath-Aruna Irani-Laxmikant Berde-Vikas Anand-Dinesh Hingoo-Aishwarya Rai Bachchan,unknown,2.9166666666666665,
19414,Please Don't Eat the Daisies,Comedy-Family-Romance,en,5.123,"['euterpe', 'metro', 'goldwyn', 'mayer']",1960,1775000,5150000.0,112.0,Released,6.2,0.1909459267026551,Doris Day-David Niven-Janis Paige-Spring Byington-Richard Haydn-Patsy Kelly-Jack Weston-John Harding-Margaret Lindsay-Carmen Phillips-Mary Patton-Charles Herbert-Stanley Livingston-Flip Mark-Baby Gellert-Bess Flowers-Milton Frome-Leoda Richards-Benny Rubin-Irene Tedrow-Barbara Aberle-Eddie Baker-Mary Benoit-Bobette Bentley-Gail Bonney-Lovyss Bradley-John Brennan-Ella Mae Brown-Jhean Burton-Lorraine Caldwell-Kathryn Card-Jack Chefe-Richard Collier-Joseph Cronin-Oliver Cross-Lucille Curtis-Robert Darin-Frank Delfino-Burt Douglas-Amy Douglass-Joan Dupuis-Estelle Etterre-Duke Fishman-Donald Foster-Marianne Gaba-Frank Gardner-Kenneth Gibson-James Gonzalez-Stuart Hall-Christian Haren-Stuart Holmes-Kenner G. Kemp-Marina Koshetz-Karyn Kupcinet-Perk Lazelle-Peter Leeds-Len Lesser-Larry McCormick-Claire Meade-Harold Miller-Paul Power-Paul Ravel-John Rice-Clark Ross-Cosmo Sardo-Charles Seel-Norman Stevans-Guy Stockwell-Lomax Study-Hal Taggart-Harry Tenbrook-Geraldine Wall-Joseph Waring-Ira L. Westley-Frank Wilcox,professor-romantic comedy-critic,2.9014084507042255,
276918,America: Imagine the World Without Her,Documentary,en,5.31,['unknown'],2014,5000000,14444502.0,103.0,Released,4.3,0.2297823863709917,Dinesh D'Souza-Barack Obama-Josh Bonzie-Rich Bentz-Grady Allen Bishop-John Koopman,unknown,2.8889004,
279,Amadeus,History-Music-Drama,en,21.197,"['amlf', 'the saul zaentz']",1984,18000000,51973029.0,160.0,Released,8.0,10.0,F. Murray Abraham-Tom Hulce-Elizabeth Berridge-Roy Dotrice-Simon Callow-Christine Ebersole-Jeffrey Jones-Barbara Bryne-Cynthia Nixon-Douglas Seale-Charles Kay-Kenny Baker-Martin Cavina-Roderick Cook-Milan Demjanenko-Peter DiGesu-Patrick Hines-Nicholas Kepros-Philip Lenkowsky-Lisbeth Bartlett-Richard Frank-Herman Meckler-Jonathan Moore-Brian Pettifer-Vincent Schiavelli-John Strauss-Karl-Heinz Teuber-Miro Grisa-Karel Gult-Ladislav Krečmer-Karel Fiala-John Carrafa-Hana Brejchová-Miriam Chytilová-Karel Effa-René Gabzdyl-Karel Hábl-Jiří Krytinář-Jan Kuželka-Jiří Lír-Jitka Molavcová-Pavel Nový-Jan Pohan-Tereza Pokorná-Herzová-Ivan Pokorný-Milan Riehs-Dana Vávrová-June Anderson-Isobel Buchanan-Anne Howells-Robin Leggate-Felicity Lott-Alexander Oliver-Samuel Ramey-Richard Stilwell-John Tomlinson-Willard White-Michele Esposito-Zdeněk Mahler-Vladimír Svitáček-Jana Musilová-Kenneth McMillan-Cassie Stuart-Rita Zohar,italy-austria-composer-opera-talent-emperor-musician-marriage crisis-mozart-god-murder-vienna austria-envy-18th century,2.8873905,
51273,Dark World,Fantasy-Mystery-Thriller,ru,2.991,['central partnership'],2010,3000000,8628997.0,100.0,Released,4.3,0.1326912372001501,Svetlana Ivanova-Ivan Zhidkov-Elena Panova-Ilya Alekseev-Sergey Ugryumov-Mariya Kozhevnikova-Tatyana Kuznetsova-Vladimir Nosik-Denis Yushechkin-Kseniya Radchenko-Aleksandra Valker-Natalya Voloshina-Zakhar Khungureev-Olga Grishova-Evgeniy Atarik-Vladimir Lukyanchikov-Michail Solodko-Vladimir Malyugin-Dmitriy Tarasenko-Yevgeni Knyazev-Petr Korolev,witchcraft-based on myths legends or folklore-young adult-college student-mythical-mythical artifact,2.8763323333333335,
24221,The Rebel,Action-Drama,vi,4.452,['unknown'],2007,1500000,4300000.0,103.0,Released,6.9,0.077672919,Johnny Nguyen-Veronica Ngo-Dustin Nguyen-Thang Nguyen-Chánh Tín-Stephane Gauger-David Minetti-Trần Trung Lĩnh-Nguyễn Hậu-Nguyen Van Day-Bui Thi Noan,unknown,2.8666666666666667,
20078,UFC 100: Lesnar vs. Mir 2,unknown,en,4.362,['unknown'],2009,1790000,5128490.0,178.0,Released,6.4,0.0226546014731963,Brock Lesnar-Frank Mir-Georges St-Pierre-Thiago Alves-Dan Henderson-Michael Bisping-Jon Fitch-Paulo Thiago-Yoshihiro Akiyama-Alan Belcher-Mark Coleman-Stephan Bonnar-Jon Jones-Jake O'Brien-Jim Miller-Mac Danzig-Kim Dong-hyun-TJ Grant-Thomas Joseph Lawlor-C.B. Dollaway-Shannon Gugerty-Matt Grice,mixed martial arts,2.865078212290503,
613853,Venky Mama,Family-Comedy-Drama-Action,te,2.267,['suresh'],2019,3500000,10000000.0,149.0,Released,4.6,0.0226546014731963,Venkatesh-Naga Chaitanya Akkineni-Raashii Khanna-Payal Rajput-Nassar-Prakash Raj-Brahmaji-Adithya Menon-Chammak Chandra-Kishore-Posani Krishna Murali-Rao Ramesh-Sampath Raj-Vidyullekha Raman-Srinivasa Reddy-Raghu Karumanchi-Raghu Babu-Hyper Adhi-Narra Srinu,unknown,2.857142857142857,
1541,Thelma & Louise,Drama-Thriller-Crime-Adventure,en,18.818,"['star partners iii', 'metro', 'goldwyn', 'mayer', 'pathé']",1991,16000000,45361000.0,130.0,Released,7.562,9.262495630898288,Susan Sarandon-Geena Davis-Harvey Keitel-Michael Madsen-Christopher McDonald-Brad Pitt-Stephen Tobolowsky-Timothy Carhart-Lucinda Jenney-Jason Beghe-Sonny Carl Davis-Ken Swofford-Shelly Desai-Carol Mansell-Stephen Polk-Rob Roy Fitzgerald-Jack Lindine-Michael Delman-Kristel L. Rose-Noel L. Walcott III-Marco St. John-Gregory J. Barnett-Robert 'Bobby Z' Zajonc-Charlie Sexton,southern usa-waitress-self-defense-highway-female friendship-arkansas-grand canyon-road trip-buddy,2.8350625,
665358,Uriyadi,Comedy-Thriller,ml,1.602,['friends factory'],2020,3997866,11327287.0,136.0,Released,6.0,0.006472743,Sreenivasan-Siddique-Aju Varghese-Baiju Santhosh-Indrans-Prem Kumar-Bijukuttan-Sreejith Ravi-Sudhi Koppa-Vineeth Mohan-Manasa Radhakrishnan-Sreelakshmi-Arya Babu-Sethu Lakshmi-Pradeep Kottayam-Noby Marcose-Azees Nedumangad,unknown,2.8333333333333335,
384675,Class Reunion,Comedy,et,1.4,['taska'],2016,740854,2092000.0,90.0,Released,6.0,0.0226546014731963,Mait Malmsten-Genka-Ago Anderson-Maarja Jakobson-Mart Müürisepp-Kristiina-Hortensia Port-Martin Algus-Ciara Simone Pirn-Maris Kõrvits-Sofia Fe Soe-Britta Soll-Märt Koik-Gerli Rosenfeld-Märt Pius-Arvi Mägi-Kristjan Lüüs-Nikolai Bentsler-Ülle Lichtfeldt-Mait Trink-Kadri Rämmeld-Allan Kress-Karmel Killandi-Leino Rei-Franz Malmsten Jr.-Kaja Plovits-Marika Korolev-Pihelpuu-Grete Kuld-Ene Järvis-Mari Lill-Karin Rask,remake-class reunion,2.8237682458352116,
450045,Sakhavu,Drama,ml,1.588,['universal cinema'],2017,780000,2200000.0,163.0,Released,4.9,0.048545575,Nivin Pauly-Aishwarya Rajesh-Aparna Gopinath-Sreenivasan-Gayathri Suresh-Binu Pappu-Althaf Salim-Renji Panicker-Maniyanpilla Raju-Baiju Santhosh-Sudheesh-Prem Kumar-Rakendhu Kumar-Santhosh Keezhattoor-Musthafa-V. K. Prakash-Nishanth Sagar-Tony Luke-P Balachandran-Sooraj S. Kurup-Sreelakshmi-V. Suresh Thampanoor-Seema G Nair-Shelly Kishore-Anjali Aneesh Upasana-Aliyar-Baiju V.K.-Resmi Boban-Krishna Prasad-Chali Pala-Kalabhavan Rahman-Appunni Sasi-Perunna Madhu,politician-communism-comrade,2.8205128205128207,
450045,Sakhavu,Drama,ml,0.953,['universal cinema'],2017,780000,2200000.0,163.0,Released,4.9,0.048545575,Nivin Pauly-Aishwarya Rajesh-Aparna Gopinath-Sreenivasan-Gayathri Suresh-Binu Pappu-Althaf Salim-Renji Panicker-Maniyanpilla Raju-Baiju Santhosh-Sudheesh-Prem Kumar-Rakendhu Kumar-Santhosh Keezhattoor-Musthafa-V. K. Prakash-Nishanth Sagar-Tony Luke-P Balachandran-Sooraj S. Kurup-Sreelakshmi-V. Suresh Thampanoor-Seema G Nair-Shelly Kishore-Anjali Aneesh Upasana-Aliyar-Baiju V.K.-Resmi Boban-Krishna Prasad-Chali Pala-Kalabhavan Rahman-Appunni Sasi-Perunna Madhu,politician-communism-comrade,2.8205128205128207,
450045,Sakhavu,Drama,ml,1.169,['universal cinema'],2017,780000,2200000.0,163.0,Released,4.9,0.048545575,Nivin Pauly-Aishwarya Rajesh-Aparna Gopinath-Sreenivasan-Gayathri Suresh-Binu Pappu-Althaf Salim-Renji Panicker-Maniyanpilla Raju-Baiju Santhosh-Sudheesh-Prem Kumar-Rakendhu Kumar-Santhosh Keezhattoor-Musthafa-V. K. Prakash-Nishanth Sagar-Tony Luke-P Balachandran-Sooraj S. Kurup-Sreelakshmi-V. Suresh Thampanoor-Seema G Nair-Shelly Kishore-Anjali Aneesh Upasana-Aliyar-Baiju V.K.-Resmi Boban-Krishna Prasad-Chali Pala-Kalabhavan Rahman-Appunni Sasi-Perunna Madhu,politician-communism-comrade,2.8205128205128207,
439601,CIA: Comrade In America,Action-Adventure-Romance,ml,3.847,['amal neerad'],2017,1400000,3900000.0,134.0,Released,6.0,0.093854778,Dulquer Salmaan-Siddique-John Vijay-Soubin Shahir-Karthika Muraleedharan-Chandini Sreedharan-Dileesh Pothan-Jinu Joseph-Sujith Sankar-Alencier Ley Lopez-Maniyanpilla Raju-Surabhi Lakshmi-Maala Parvathi-V K Sreeraman-C. R. Omanakuttan-Mano Jose-Sumit Naval-Sal Yusuf-Julio Antonio Alonzo-Nathan Amir-Paul Nguyen Cuong,migration-college-strike-community-communism,2.7857142857142856,
966758,Joker 3,unknown,en,10.916,['unknown'],2008,9000000,25000000.0,300.0,Released,3.35,0.0,unknown,unknown,2.7777777777777777,
966758,Joker 3,unknown,en,11.227,['unknown'],2008,9000000,25000000.0,300.0,Released,3.35,0.0,unknown,unknown,2.7777777777777777,
59275,I Not Stupid Too,Drama,zh,2.676,['media raintree'],2006,1070000,2970000.0,124.0,Released,8.1,0.03883646,Shawn Lee-Ashley Leong-Joshua Ang-Huang Yiliang-Jack Neo-Xiang Yun-M.C. King-Selena Tan-Anna Ru Ping Lim-Natalli Ong,singapore,2.7757009345794392,
441189,Turning Mecards W: Resurrection of the Black Mirror,Animation-TV Movie,ko,2.216,['(주)희원엔터테인먼트'],2017,1000000,2775228.0,72.0,Released,3.35,0.0,Soyeon-Shin Yong-woo-윤아영-Jang Gwang-강호철-An Young-mi-Um Sang-hyun,korean animation-aeni,2.775228,
953689,Muhammed Mustafa Özdemir The Way Out,unknown,en,3.76,['unknown'],2021,8765230,24300000.0,0.0,Released,9.35,0.006472743,Muhammed Mustafa Özdemir-Selena Gomez-Emily Tosta-Victoria Justice-Gage Munroe-Alyson Hannigan-Jack Dylan Grazer-Skyler Samuels-Vivien Lyra Blair-Connie Talbot,unknown,2.772317440614793,
953689,Muhammed Mustafa Özdemir The Way Out,unknown,en,5.988,['unknown'],2021,8765230,24300000.0,0.0,Released,9.35,0.006472743,Muhammed Mustafa Özdemir-Selena Gomez-Emily Tosta-Victoria Justice-Gage Munroe-Alyson Hannigan-Jack Dylan Grazer-Skyler Samuels-Vivien Lyra Blair-Connie Talbot,unknown,2.772317440614793,
13025,Diary of the Dead,Fantasy-Horror-Science Fiction-Thriller,en,11.355,"['artfire', 'romero', 'grunwald']",2007,2000000,5540941.0,95.0,Released,5.571,2.1424780250365707,Michelle Morgan-Joshua Close-Shawn Roberts-Amy Lalonde-Joe Dinicol-Scott Wentworth-Philip Riccio-Chris Violette-Tatiana Maslany-Todd Schroeder-Laura de Carteret-Martin Roach-Daniel Kash-Megan Park-George Buza-Tino Monte-Matt Birman-Gregory Nicotero-Donna Croce-Nick Alachiotis-R. D. Reid-Scott Gibson-Jamie Bloch-Kyle Glencross-Boyd Banks-Janet Lo-Jack Birman-Trish Adams-Alan van Sprang-Ron Payne-Ron Payne-James Binkley-Antoinette Cancelliere-Wes Craven-Alexandria DeFabiis-Guillermo del Toro-Ara Katz-Stephen King-Mani Nasry-Simon Pegg-George A. Romero-Tom Savini-Quentin Tarantino,zombie-found footage,2.7704705,
9583,Divine Secrets of the Ya-Ya Sisterhood,Comedy-Drama,en,8.341,"['all girl', 'gaylord']",2002,27000000,73839240.0,116.0,Released,6.1,0.6440379561665825,Sandra Bullock-Ellen Burstyn-Fionnula Flanagan-James Garner-Cherry Jones-Ashley Judd-Caitlin Wachs-Maggie Smith-Shirley Knight-Angus Macfadyen-Jacqueline McKenzie-Kiersten Warren-David Lee Smith-Gina McKee-Matthew Settle-Sarallen-Leslie Silva-Katy Selverstone-Allison Bertolino-Sarah Huck-Alyssa May Gold-Mary Katherine Weiss-Nicki Tschudi-Deborah Hobart-Veda Wilson-Barbara Weetman-Nina Repeta-Ann Savoy-Ursula Burton-Alexandra Hernly,parent child relationship-secret society-conciliation-marriage-playwright-family feud-woman director,2.7347866666666665,
343139,Ah Boys to Men 3: Frogmen,Comedy-Action,en,3.714,['j team'],2015,2020000,5520000.0,148.0,Released,7.7,0.009709115,Joshua Tan-Maxi Lim Jun Liang-Wang Wei Liang-Tosh Zhang-Jaspers Lai-Charlie Goh-Wesley Wong-Fish Chaar-Gadrick Chin-Richard Low-Irene Ang-Wang Lei-Hayley Woo-Chen Tian Wen-Aileen Tan-Joey Leong-Rajid Ahamed,singapore-frogmen-naval academy,2.732673267326733,
380111,Flight Crew,Action,ru,16.911,"['studio trite', 'vgtrk']",2016,10000000,27305571.0,138.0,Released,6.879,0.6699289292788069,Danila Kozlovsky-Vladimir Mashkov-Agnė Grudytė-Sergey Shakurov-Sergey Romanovich-Elena Yakovleva-Sergey Gazarov-Sergey Kempo-Katerina Shpitsa-Irina Pegova-Alesya Guzko-Ivan Egorov-Anton Tuzikov-Tatyana Novik-Mitya Makhonin-Sesil Sverdlova-Ekaterina Vinogradova-Aleksandra Yakovleva-Aasmyae-Alena Babenko-Irina Lachina-Vyacheslav Razbegaev-Vladimir Yaglych-Vasiliy Mishchenko-Dmitriy Zolotukhin-Ivan Agapov-Olga Litvinova-Irina Nizina-Nina Usatova-Sergey Serov-Dmitriy Mulyar-Anton Pampushnyy-Oleg Fomin-Nina Grebeshkova-Eugenia Khrapovitskaya-Mikhail Krylov-Artyom Semakin-Yang Ge-Din Fan-Artyom Fadeev-Ludmila Kurepova-Aleksey Gnilitskiy-Sergey Rublev-Grigory Perel-Mikhail Anisimov-Alexandr Gokh-Vera Ivanova-Irina Kalinina-Vadim Michman-Tatyana Novik-Daniil Soldatov-Alexandr Tsema-Nikolay Lebedev-Stanislav Belyaev-Aleksandr Mitta,unknown,2.7305571,
81298,Shadow Boxing 3. The Final Round,Action-Drama,ru,2.472,['central partnership'],2011,5000000,13645556.0,122.0,Released,5.4,0.048545575,Denis Nikiforov-Elena Panova-Andrei Panin-Batu Hasikov-Mikhail Gorevoy-Dmitriy Shevchenko-Olga Dibtseva-Sergey Ryabykh-Maria Kurkova-Sofya Mitskevich-Alexandr Grishin-Shahkrit Yamnarm-Maksim Litovchenko-Ruslan Khabibullov-Sangadzhi Tarbaev-Maxim Dedik-Evgeny Ponasenkov-Vasiliy Belokopytov-Roman Gredin-Anton Ushakov-Dmitriy Artaev-Igor Poselenov,sports,2.7291112,
11046,Where Eagles Dare,Action-Adventure-War,en,29.343,"['jerry gershwin', 'elliott kastner', 'winkast', 'metro', 'goldwyn', 'mayer british']",1968,7700000,21000000.0,155.0,Released,7.6,2.385205897963675,Richard Burton-Clint Eastwood-Mary Ure-Patrick Wymark-Michael Hordern-Donald Houston-Peter Barkworth-William Squire-Robert Beatty-Brook Williams-Neil McCarthy-Vincent Ball-Anton Diffring-Ferdy Mayne-Derren Nesbitt-Victor Beaumont-Ingrid Pitt-Guy Deghy-Philip Stone-Chris Adcock-Del Baker-Richard Beale-Ivor Dean-Max Faulkner-Harry Fielder-John G. Heller-Olga Lowe-Ian McCulloch-Terence Mountain-Derek Newark-Jim O'Brady-Anton Rodgers-Jack Silk-Jim Tyson-Ernst Walder-Del Watson-Terry Yorke,germany-mountain-world war ii-liberation of prisoners-bavaria germany-nazi-castle-secret mission-parachute-undercover agent-two man army-infiltration-explosion-sabotage-commando-war hero-alps mountains-cable car-1940s-sidecar-fall from height,2.727272727272727,
146671,Mouna Guru,Action-Thriller,ta,1.514,['mohana'],2011,740854,2010000.0,149.0,Released,7.0,0.006472743,Arulnithi-Iniya-John Vijay-Uma Riyaz Khan-Dinesh Ravi-Kaajal Pasupathi,unknown,2.7130851692776177,
146671,Mouna Guru,Action-Thriller,ta,1.33,['mohana'],2011,740854,2010000.0,149.0,Released,7.0,0.006472743,Arulnithi-Iniya-John Vijay-Uma Riyaz Khan-Dinesh Ravi-Kaajal Pasupathi,unknown,2.7130851692776177,
565916,The Visual Effects of 'Scary Movie 4',unknown,en,11.79,['unknown'],2006,45000000,122030281.3,0.0,Released,3.5,0.006472743,unknown,unknown,2.7117840277777776,
565916,The Visual Effects of 'Scary Movie 4',unknown,en,15.33,['unknown'],2006,45000000,122030281.3,0.0,Released,3.5,0.006472743,unknown,unknown,2.7117840277777776,
565916,The Visual Effects of 'Scary Movie 4',unknown,en,24.943,['unknown'],2006,45000000,122030281.3,0.0,Released,3.5,0.006472743,unknown,unknown,2.7117840277777776,
408510,Choorian,Action-Romance-Crime,pa,1.371,['pak nishan'],1998,740854,2000000.0,167.0,Released,9.35,0.003236372,Moammar Rana-Saima Noor-Muzaffar Adeeb-Bahar Begum-Babar Butt-Bahar Begum-Shafqat Cheema-Sardar Kamal-Abid Khan-Irfan Khoosat-Nargis-Azhar Rangeela-Sana Nawaz-Deeba Begum-Naghma-Anjuman,village,2.699587233112057,
39525,Angadi Theru,Drama-Romance,ta,2.608,['ayngaran international'],2010,740854,2000000.0,160.0,Released,6.8,0.035600088,Anjali-Mahesh-Pandi-A. Venkatesh-Pazha Karuppaiah-John Vijay-Imman Annachi-Sneha,unknown,2.699587233112057,
453979,Rakshadhikari Baiju (Oppu),Comedy-Drama,ml,2.838,['unknown'],2017,740854,2000000.0,163.0,Released,7.088,0.055018318,Biju Menon-Aju Varghese-Deepak Parambol-Hareesh Perumanna-Hannah Reji Koshy-Krishna Padmakumar-Vijayaraghavan-Dileesh Pothan-Sankar Induchoodan-Padmaraj Ratheesh-Alencier Ley Lopez-Anjali Aneesh Upasana-Janardhanan-Indrans-Manikandan Pattambi-Anagha L. K.-Sasi Kalinga-Unni Rajan P Dev-Sreedhanya Thekkedath-Ambika Mohan-Nebish Benson-Chethan Jayalal-Vijayan Karanthoor-Vijayan V. Nair-Koottickal Jayachandran-Vishal Krishna-Indian Pallassery-K. T. S. Padannayil-Aabid Nassar-Sunil Babu-K. T. S. Padannayil-Nakshathra Manoj,village-cricket,2.699587233112057,
21625,Gulaal,Crime-Drama,hi,4.367,['zee limelight'],2009,740854,2000000.0,147.0,Released,6.5,0.1391639804782062,Raj Singh Chaudhary-Kay Kay Menon-Piyush Mishra-Abhimanyu Singh-Jesse Randhawa-Ayesha Mohan-Aditya Srivastava-Deepak Dobriyal-Pankaj Jha-Mukesh Bhatt-Mahie Gill-Neil Bhatt-Teddy Maurya-Chittaranjan Giri-Anurag Kashyap,unknown,2.699587233112057,
501079,Chanel,Drama,fa,0.6,['iranian independents'],2017,740854,2000000.0,93.0,Released,3.35,0.0,Baran Kosari-Reza Behboudi-Bahar Katouzi,unknown,2.699587233112057,
505519,Booye Gandom,Crime-Drama,fa,0.6,['iranian independents'],2010,740854,2000000.0,90.0,Released,8.0,0.003236372,Elnaz Shakerdoust-Mostafa Zamani-Nasim Fetrat-Poolad Kimyaei-Reza Yazdani,unknown,2.699587233112057,
505514,Felicity Land,Drama-Family,fa,0.824,['iranian independents'],2011,740854,2000000.0,90.0,Released,7.0,0.003236372,Leila Hatami-Hamed Behdad-Mahnaz Afshar-Hossein Yari-Hengame Ghaziani-Amir Aghaei-Mina Sadati,unknown,2.699587233112057,
810741,Emily Marie,Drama-Comedy,en,0.6,"['nightlight', 'arthouse']",2008,740854,2000000.0,420.0,Rumored,3.35,0.0,unknown,unknown,2.699587233112057,
674863,Duniya,unknown,kn,0.6,['unknown'],2007,740854,2000000.0,127.0,Released,7.0,0.006472743,Duniya Vijay-Rangayana Raghu-Kishore-Yogesh-M. Chandru,unknown,2.699587233112057,
14412,Body Heat,Crime-Thriller-Romance,en,14.053,['the ladd'],1981,9000000,24058838.0,113.0,Released,7.1,1.482258210674848,William Hurt-Kathleen Turner-Richard Crenna-Ted Danson-J.A. Preston-Mickey Rourke-Kim Zimmer-Thom Sharp-Larry Marko-Carola McGuinness-Lanna Saunders-Jane Hallaren-Robert Traynor-Lynn Hallowell,prison-smoking-florida-infidelity-femme fatale-murder-no air conditioning-neo-noir-erotic thriller-heatwave,2.673204222222222,
69597,Aayirathil Oruvan,Action-Adventure,ta,6.577,['dream valley oration'],2010,7500000,20000000.0,182.0,Released,6.2,0.084145663,Karthi-R. Parthiban-Reema Sen-Andrea Jeremiah-Prathap Pothan-N. Azhagamperumal-Abhinaya-Crane Manohar,cambodia-ancient culture-ancient civilization-chola dynasty-raja raja cholan-chola emperor-pandyas,2.6666666666666665,
725083,Blues for Life,Action-Drama,en,0.6,"['promises', 'scotlawood motion']",2016,750000,2000000.0,111.0,Released,3.35,0.0,Thomas Mikal Ford-Hawthorne James-Mystikal-Diamond,unknown,2.6666666666666665,
