title,genres,original_language,popularity,production_companies,release_year,runtime,vote_average,vote_count,pc_impact,pcif,gif,pop_actor,success_pot
Andy Mckee: Joyland,Music,pt,0.1507,unknown,2010,0.0,5.3,0.006472743,0.312982092,low,low,False,low
EVE Special Edition,Action,en,0.1504,unknown,2012,0.0,9.0,0.003236372,0.312982092,low,high,False,low
Anonymous Celebrities: Animatic,multiple,en,0.1503,unknown,2005,1.7777777777777777,9.35,0.003236372,0.312982092,low,low,False,low
D'Unbelievables One Hell of a Do,multiple,en,0.15009999999999998,unknown,2011,1.333333333333333,9.35,0.006472743,0.312982092,low,low,False,low
Women Of Warriors III,Action,en,0.15,unknown,2017,0.44444444444444464,8.0,0.003236372,0.312982092,low,high,False,low
The Lucky Island,Comedy,ru,0.1499,unknown,2013,0.5185185185185182,4.6,0.03883646,0.312982092,low,high,False,medium
Oosaravelli,Action,te,0.1498,unknown,2011,6.37037037037037,5.3,0.042072831,0.312982092,low,high,False,high
Auto Shop of Horrors,Comedy,en,0.1498,driving with our eyes shut,2016,0.8148148148148149,9.35,0.003236372,0.00011901500000000001,low,high,False,low
Luckunnodu,Comedy,te,0.14950000000000002,unknown,2017,3.0370370370370363,5.0,0.003236372,0.312982092,low,high,False,low
Jungle,Romance,hi,0.1492,unknown,2000,6.444444444444445,5.8,0.0194182298341683,0.312982092,low,medium,False,high
Evil Intent,Thriller,en,0.1491,driving with our eyes shut,2010,0.0,9.35,0.003236372,0.00011901500000000001,low,medium,False,low
To Die is Hard,Comedy,en,0.149,driving with our eyes shut,2010,0.8888888888888884,9.35,0.003236372,0.00011901500000000001,low,high,False,low
Boss,Romance,bn,0.1487,reliance,2013,4.814814814814815,7.0,0.006472743,0.5885300983333334,low,medium,False,low
Bhale Bhale Magadivoy,Romance,te,0.1484,uv creations,2015,5.185185185185185,6.2,0.042072831,0.03717911,low,medium,False,high
Rómulo y Julita,Comedy,es,0.148,unknown,2020,1.2592592592592595,5.7,0.009709115,0.312982092,low,high,False,low
The Cost of Deception,Crime,hu,0.1478,unknown,2021,3.703703703703704,3.5,0.0517819462244488,0.312982092,low,medium,False,low
Fatso!,Comedy,hi,0.1478,unknown,2012,1.6296296296296298,5.2,0.0161818581951402,0.312982092,low,high,False,low
Luckunnodu,Comedy,te,0.1477,unknown,2017,3.0370370370370363,5.0,0.003236372,0.312982092,low,high,False,low
Moles,Fantasy,en,0.1476,unknown,2012,1.8518518518518512,7.0,0.009709115,0.312982092,low,medium,False,low
Deportees 3,Comedy,fa,0.1471,unknown,2011,2.814814814814815,5.4,0.0194182298341683,0.312982092,low,high,False,low
PWWA All Womens Wrestling,Drama,en,0.1469,unknown,2011,3.481481481481481,7.0,0.003236372,0.312982092,low,high,False,low
Running Time,Crime,en,0.1469,unknown,1997,0.0,5.9,0.064727433,0.312982092,low,medium,False,low
Lightning Strikes Twice,Crime,en,0.1469,warner bros,1951,1.1851851851851851,6.0,0.032363716,1.6886122643533121,high,medium,True,low
Tres Escapularios,Drama,es,0.1469,unknown,2015,0.0,3.35,0.0,0.312982092,low,high,False,low
Sevenes,Action,ml,0.14679999999999999,unknown,2011,5.555555555555555,5.2,0.0291273447512524,0.312982092,low,high,False,medium
EVE Special Edition,Action,en,0.1467,unknown,2012,0.0,9.0,0.003236372,0.312982092,low,high,False,low
The Cage,Drama,ru,0.1466,fortuna,2015,1.8518518518518512,3.35,0.0,0.00115289,low,high,False,low
Peter Gabriel - Live In Athens 1987,Music,en,0.1462,unknown,2013,5.185185185185185,7.9,0.0258909731122244,0.312982092,low,low,False,low
WSU Mutiny,Drama,en,0.1462,unknown,2014,4.222222222222221,9.35,0.003236372,0.312982092,low,high,False,low
Temptation,Drama,en,0.1461,unknown,1915,0.0,3.35,0.0,0.312982092,low,high,False,low
The Land Of Rebirth,Drama,zh,0.146,unknown,1983,2.3703703703703702,3.35,0.0,0.312982092,low,high,False,low
Blue Pigeon Workshop,Documentary,en,0.14579999999999999,unknown,2022,0.0,9.35,0.003236372,0.312982092,low,medium,False,low
Lahore Se Aagey,Romance,ur,0.1457,unknown,2016,4.148148148148147,6.8,0.0129454865561122,0.312982092,low,medium,False,medium
Thirupathi,Action,ta,0.1457,unknown,2006,6.074074074074074,4.3,0.0129454865561122,0.312982092,low,high,False,low
The Perfect Husband,Drama,es,0.1456,jempsa,1993,1.0370370370370372,3.35,0.003236372,0.017401255,low,high,True,medium
"52Hz, I Love You",Comedy,zh,0.1456,unknown,2017,2.518518518518519,4.8,0.0258909731122244,0.312982092,low,high,False,low
Green Eyes,Romance,en,0.14550000000000002,smg,2013,2.8888888888888893,9.35,0.003236372,0.486642855,low,medium,False,low
Church Ball,Comedy,en,0.1453,unknown,2006,1.1851851851851851,3.8,0.0129454865561122,0.312982092,low,high,False,low
Ola Bola,History,ms,0.1452,astro shaw,2016,2.814814814814815,7.7,0.048545575,0.000484625,low,low,False,medium
A Family Affair,Comedy,en,0.1452,metro-goldwyn-mayer,1937,0.0,6.2,0.0291273447512524,1.0234533082758621,medium,high,True,low
Romance of the Western Chamber,Drama,zh,0.145,unknown,1927,0.0,5.9,0.0258909731122244,0.312982092,low,high,False,low
The Sweet Ride,Drama,en,0.145,20th century fox,1968,2.5925925925925917,5.3,0.0129454865561122,2.346507158347826,high,high,False,low
Bad Girl,Romance,en,0.1446,unknown,1931,1.1111111111111107,5.7,0.067963804,0.312982092,low,medium,False,low
Sudakshinar Saree,Drama,en,0.14450000000000002,unknown,2020,4.592592592592592,3.35,0.0,0.312982092,low,high,False,low
Manje Bistre,Comedy,pa,0.1442,unknown,2017,4.592592592592592,6.3,0.0194182298341683,0.312982092,low,high,False,high
Jackpot,Drama,en,0.1436,wild at heart,2001,1.6296296296296298,6.6,0.0161818581951402,0.00695327,low,high,True,low
A Yank at Oxford,Drama,en,0.1434,metro-goldwyn-mayer,1938,2.0,6.8,0.0258909731122244,1.0234533082758621,medium,high,True,medium
Tadakha,Action,te,0.1434,unknown,2013,5.333333333333332,5.0,0.0161818581951402,0.312982092,low,high,False,low
VeggieTales: The Toy That Saved Christmas,Family,en,0.1434,big idea,1996,0.0,5.5,0.0258909731122244,0.13248443999999998,low,medium,False,low
Rock Sangkut,Tv Movie,en,0.1432,unknown,2014,4.592592592592592,5.5,0.009709115,0.312982092,low,low,False,low
Creature 3D,Science Fiction,hi,0.1432,t-series,2014,4.37037037037037,3.9,0.0291273447512524,0.012416682142857143,low,high,False,low
Oka Laila Kosam,Romance,te,0.1431,annapurna,2014,5.555555555555555,6.0,0.0291273447512524,0.3611241765789474,low,medium,False,low
Rahul Subramanian: Kal Main Udega,Comedy,en,0.1431,unknown,2018,0.0,7.8,0.0226546014731963,0.312982092,low,high,False,low
Lakshyam,Action,ml,0.1429,vintage,2017,3.333333333333334,6.7,0.0161818581951402,0.016527156666666667,low,high,False,low
Vyšehrad: Fylm,Comedy,cs,0.14279999999999998,unknown,2022,0.0,8.8,0.0161818581951402,0.312982092,low,high,False,high
ALL COPS AIN'T BAD,Comedy,en,0.14250000000000002,unknown,2020,0.0,9.35,0.003236372,0.312982092,low,high,False,low
The Battles of the Coronel and Falkland Islands,Drama,en,0.1423,unknown,1927,2.296296296296296,6.3,0.0258909731122244,0.312982092,low,high,False,high
X-Men,Adventure,en,0.1423,20th century fox,2000,2.148148148148148,6.992,10.0,2.346507158347826,high,high,True,medium
"First Love, Last Rites",Drama,en,0.1422,forensic,1998,1.4074074074074074,3.9,0.0258909731122244,0.01350609,low,high,True,low
Cold Harvest,Action,en,0.142,millennium,1999,1.0370370370370372,5.5,0.0258909731122244,0.5280101592,low,high,False,low
Child of Nature,Documentary,en,0.14179999999999998,unknown,2021,1.1111111111111107,9.35,0.006472743,0.312982092,low,medium,False,low
A Woman's Revenge,Action,tr,0.1417,unknown,1979,0.0,6.6,0.0129454865561122,0.312982092,low,high,False,low
Bunker of the Dead,Action,de,0.1416,unknown,2016,0.0740740740740744,4.5,0.071200176,0.312982092,low,high,False,low
"Ryaba, My Chicken",Comedy,ru,0.1414,cnc,1994,3.1111111111111107,4.6,0.032363716,0.024233516481481483,low,high,False,low
"The Book of Mormon Movie, Volume 1: The Journey",Adventure,en,0.1412,unknown,2003,3.333333333333334,5.0,0.006472743,0.312982092,low,high,False,low
"Beyond Wrestling & WWR Present ""Lit Up""",Action,en,0.1407,unknown,2018,2.5925925925925917,9.0,0.006472743,0.312982092,low,high,False,low
Rita's Last Fairy Tale,Drama,ru,0.1405,unknown,2012,1.8518518518518512,7.233,0.048545575,0.312982092,low,high,False,low
Kevin Bridges: The Story Continues...,Comedy,en,0.1403,unknown,2012,0.0,7.2,0.032363716,0.312982092,low,high,False,high
Andy Hardy's Double Life,Comedy,en,0.13999999999999999,metro-goldwyn-mayer,1942,1.2592592592592595,4.7,0.0258909731122244,1.0234533082758621,medium,high,False,high
Earth's Most Beloved Son,Drama,ro,0.13999999999999999,unknown,1993,2.5925925925925917,6.5,0.042072831,0.312982092,low,high,False,low
Coney Island,Comedy,en,0.13999999999999999,20th century fox,1943,1.5555555555555554,5.8,0.0161818581951402,2.346507158347826,high,high,False,medium
Gazgolder: The Movie,Crime,ru,0.13999999999999999,unknown,2014,3.2592592592592595,3.35,0.0226546014731963,0.312982092,low,medium,False,low
jansankhya,Drama,en,0.13999999999999999,unknown,2021,0.0,9.35,0.003236372,0.312982092,low,high,False,low
Beautiful Mechanics,Drama,en,0.13999999999999999,unknown,1984,0.5925925925925926,3.35,0.0,0.312982092,low,high,False,low
Seven and a Half Dates,Comedy,en,0.13999999999999999,unknown,2018,1.1111111111111107,6.0,0.003236372,0.312982092,low,high,False,low
Secret World,Drama,en,0.13999999999999999,20th century fox,1969,1.4074074074074074,7.0,0.006472743,2.346507158347826,high,high,False,low
Firecrosser,Adventure,uk,0.13999999999999999,unknown,2012,0.0,5.875,0.0258909731122244,0.312982092,low,high,False,low
Women Of Warriors III,Action,en,0.13999999999999999,unknown,2017,0.44444444444444464,8.0,0.003236372,0.312982092,low,high,False,low
Kadhal Kottai,Romance,ta,0.13999999999999999,unknown,1996,6.814814814814815,7.0,0.0129454865561122,0.312982092,low,medium,False,low
WWR All Day,Unknown,en,0.13999999999999999,unknown,2018,0.0,8.0,0.003236372,0.312982092,low,low,False,low
To Crack Bloggers,multiple,ru,0.13999999999999999,bazelevs,2016,0.0,3.35,0.035600088,0.27102083,low,low,False,low
Teen Patti,Drama,hi,0.13999999999999999,unknown,2010,4.962962962962962,4.1,0.0226546014731963,0.312982092,low,high,True,high
When I Grow Up,Drama,en,0.13999999999999999,horizon,1951,1.1111111111111107,6.0,0.003236372,0.0,low,high,False,low
Conditional Release,Drama,fa,0.13999999999999999,unknown,2018,1.1111111111111107,3.35,0.0,0.312982092,low,high,False,medium
Mr. Unbelievable,Comedy,zh,0.13999999999999999,mm2,2015,1.4074074074074074,6.0,0.003236372,0.0,low,high,False,low
Dui Prithibi,Drama,bn,0.13999999999999999,unknown,2010,5.555555555555555,5.3,0.0161818581951402,0.312982092,low,high,False,low
Shikshanachya Aaicha Gho,Comedy,mr,0.13999999999999999,unknown,2010,0.0,7.5,0.0129454865561122,0.312982092,low,high,False,low
Forbidden,Drama,fa,0.13999999999999999,unknown,2017,1.1111111111111107,3.35,0.0,0.312982092,low,high,False,medium
John Virgo: Playing For Laughs,Comedy,en,0.13999999999999999,unknown,1993,0.0,3.35,0.0,0.312982092,low,high,False,low
Dandupalya,Thriller,kn,0.13999999999999999,unknown,2012,3.777777777777777,7.0,0.003236372,0.312982092,low,medium,False,high
A Daughter of the Gods,Fantasy,en,0.13999999999999999,unknown,1916,7.777777777777777,3.5,0.006472743,0.312982092,low,medium,False,low
Afterwards,Drama,fr,0.13999999999999999,unknown,2017,1.4074074074074074,8.5,0.006472743,0.312982092,low,high,False,low
EVE The Sequel,Unknown,en,0.13999999999999999,unknown,2010,0.0,8.0,0.003236372,0.312982092,low,low,False,low
The Last Picture Show in Bucharest,Drama,he,0.13999999999999999,unknown,2020,0.0,3.35,0.0,0.312982092,low,high,False,low
Amália,Drama,pt,0.13999999999999999,unknown,2008,3.851851851851851,6.3,0.042072831,0.312982092,low,high,False,low
WSU King and Queen of the Ring,Drama,en,0.13999999999999999,unknown,2017,2.7407407407407405,8.5,0.006472743,0.312982092,low,high,False,low
Oxidan,Comedy,en,0.13999999999999999,unknown,2018,1.1111111111111107,5.2,0.0129454865561122,0.312982092,low,high,False,low
Women Of Warriors VI,Action,en,0.13999999999999999,unknown,2018,0.0,8.0,0.003236372,0.312982092,low,high,False,low
Long Long Time Ago,Comedy,zh,0.13999999999999999,mm2,2016,2.3703703703703702,7.0,0.0291273447512524,0.0,low,high,False,high
The Green Carriage,Drama,ru,0.13999999999999999,revolution,2015,1.333333333333333,6.0,0.006472743,0.871310398918919,low,high,False,low
Departure,Romance,fa,0.13999999999999999,unknown,2016,0.22222222222222232,6.4,0.0161818581951402,0.312982092,low,medium,False,low
"Like Mother, Like Daughter",Drama,it,0.13999999999999999,unknown,2007,1.2592592592592595,5.4,0.0226546014731963,0.312982092,low,high,False,low
Bhoot Returns,Horror,hi,0.13999999999999999,eros,2012,0.0,3.35,0.0129454865561122,0.03778238166666667,low,high,False,low
Sosha,Comedy,en,0.13999999999999999,unknown,2022,0.0,9.35,0.003236372,0.312982092,low,high,False,low
Bellator 175: Rampage vs. King Mo 2,Tv Movie,en,0.13999999999999999,unknown,2017,5.111111111111111,7.0,0.003236372,0.312982092,low,low,False,low
Shu Thayu?,Comedy,gu,0.13999999999999999,unknown,2018,4.444444444444445,7.0,0.003236372,0.312982092,low,high,False,high
Giant Killer,Action,it,0.13999999999999999,unknown,1984,0.37037037037037024,5.6,0.0129454865561122,0.312982092,low,high,False,low
A Crocodile Who Lived For 100 Days,Animation,ja,0.13999999999999999,unknown,2021,0.0,9.35,0.003236372,0.312982092,low,medium,False,low
Adventure of a Panda,Adventure,zh,0.13999999999999999,unknown,1982,0.0,3.35,0.0,0.312982092,low,high,False,medium
The Girl of the Golden West,Western,en,0.13999999999999999,unknown,1915,0.0,5.4,0.0161818581951402,0.312982092,low,low,False,low
Andanzas de dos rufianes en Los Santos,multiple,es,0.13999999999999999,unknown,2021,0.0,3.35,0.0,0.312982092,low,low,False,low
Valentino,Drama,en,0.13999999999999999,columbia,1951,2.0,5.0,0.0129454865561122,1.650344178225256,high,high,False,low
Pyaar Vali Love Story,Drama,en,0.13999999999999999,balaji motion,2014,4.296296296296296,3.35,0.0,0.002501325,low,high,False,low
Yes & Yes,Drama,ru,0.13999999999999999,art  studio,2014,2.962962962962962,4.1,0.035600088,0.68707119,low,high,False,low
On Trial,Drama,en,0.13999999999999999,warner bros,1928,1.1851851851851851,3.35,0.0,1.6886122643533121,high,high,False,medium
D'Unbelievables D'Telly,multiple,en,0.13999999999999999,unknown,1998,0.0,9.35,0.009709115,0.312982092,low,low,False,low
Celebrity Marriage,Drama,en,0.13999999999999999,unknown,2008,2.3703703703703702,6.0,0.003236372,0.312982092,low,high,False,high
The Holy Man,Comedy,th,0.13999999999999999,unknown,2005,1.1851851851851851,6.2,0.0161818581951402,0.312982092,low,high,False,low
Khoonkar Darinde,Horror,hi,0.13999999999999999,unknown,1999,1.8160811803457424,3.35,0.0,0.312982092,low,high,False,low
Itzhak Has Corona,Comedy,he,0.13999999999999999,unknown,2021,0.0,9.35,0.003236372,0.312982092,low,high,False,low
Family Still Matters,Family,en,0.13999999999999999,unknown,2022,0.0,9.0,0.006472743,0.312982092,low,medium,False,low
Adhinayakudu,Unknown,te,0.13999999999999999,unknown,2012,4.444444444444445,5.0,0.003236372,0.312982092,low,low,False,low
Ardin and Barray: A Found Footage Story,Horror,en,0.13999999999999999,unknown,2018,0.0,9.35,0.003236372,0.312982092,low,high,False,low
Khandan,Drama,hi,0.13999999999999999,unknown,1965,6.148148148148147,3.35,0.0,0.312982092,low,high,False,low
Leslie Nielsen's Bad Golf My Way,Unknown,en,0.13999999999999999,unknown,1994,0.0,3.35,0.0,0.312982092,low,low,True,low
GWF. Women Wrestling Revolution 10,Action,de,0.13999999999999999,unknown,2018,0.9629629629629628,9.0,0.003236372,0.312982092,low,high,False,low
The Divine Woman,Drama,en,0.13999999999999999,metro-goldwyn-mayer,1928,0.37037037037037024,6.5,0.0129454865561122,1.0234533082758621,medium,high,True,low
Tears of wind,Documentary,es,0.13999999999999999,unknown,2022,0.0,3.35,0.0,0.312982092,low,medium,False,low
One More Round,Comedy,en,0.13999999999999999,unknown,2005,1.1111111111111107,6.5,0.003236372,0.312982092,low,high,False,low
Monster,Drama,en,0.13999999999999999,unknown,2019,0.44444444444444464,8.0,0.003236372,0.312982092,low,high,False,low
Kayal,Drama,ta,0.13999999999999999,unknown,2014,4.444444444444445,5.5,0.0129454865561122,0.312982092,low,high,False,high
Aslam's Friend,Drama,hi,0.13999999999999999,unknown,2019,0.0,3.35,0.0,0.312982092,low,high,False,low
Bindaas,multiple,bn,0.13999999999999999,unknown,2014,6.296296296296296,3.35,0.0,0.312982092,low,low,False,low
Closure,Comedy,en,0.13999999999999999,unknown,2012,0.0,3.35,0.0,0.312982092,low,high,False,low
Shob Bhooturey,Horror,bn,0.13999999999999999,unknown,2017,2.4444444444444446,8.0,0.006472743,0.312982092,low,high,False,low
Don't Show Mother,Drama,en,0.13999999999999999,unknown,2010,0.22222222222222232,7.3,0.009709115,0.312982092,low,high,False,low
Franchesca Page,Music,en,0.13999999999999999,unknown,1998,1.4074074074074074,3.35,0.0,0.312982092,low,low,False,low
Bar Wrestling 28: The Best City I've Ever Been To,Action,en,0.13999999999999999,unknown,2019,1.7777777777777777,8.0,0.003236372,0.312982092,low,high,False,low
Are Husbands Necessary?,Comedy,en,0.13999999999999999,unknown,1942,0.29629629629629584,3.35,0.0,0.312982092,low,high,True,low
En kluven stad,Documentary,sv,0.13999999999999999,unknown,1998,1.8160811803457424,6.0,0.003236372,0.312982092,low,medium,False,low
21 Days Later,Drama,fa,0.13999999999999999,unknown,2017,1.1111111111111107,3.35,0.0,0.312982092,low,high,False,low
A Regular Thing,Comedy,da,0.13999999999999999,unknown,1997,0.0,6.0,0.003236372,0.312982092,low,high,False,low
Brothers,Drama,en,0.13999999999999999,unknown,2020,0.0,3.35,0.0,0.312982092,low,high,False,low
I'm Trying to Impress You,Romance,en,0.13999999999999999,unknown,2016,2.2222222222222223,3.35,0.0,0.312982092,low,medium,False,low
Highlander Directors Cut 10th Anniversary Edition,Adventure,en,0.13999999999999999,republic,2008,3.0370370370370363,3.35,0.0,0.01174351142857143,low,high,True,low
Kahreden Kurşun,Action,tr,0.13999999999999999,unknown,1965,0.0,3.35,0.0,0.312982092,low,high,False,low
Özleyiş,Drama,tr,0.13999999999999999,unknown,1974,0.0,5.0,0.003236372,0.312982092,low,high,False,low
Power of Attorney,Thriller,en,0.13999999999999999,lionsgate,1995,1.6296296296296298,4.6,0.0161818581951402,0.4699119434177216,low,medium,True,low
A Jealous Sister,Thriller,cn,0.13999999999999999,unknown,2003,0.5925925925925926,9.0,0.006472743,0.312982092,low,medium,False,low
TWO BEERS,Comedy,en,0.13999999999999999,unknown,2022,0.0,3.35,0.0,0.312982092,low,high,False,low
Blockage,Drama,fa,0.13999999999999999,unknown,2017,0.44444444444444464,6.7,0.0226546014731963,0.312982092,low,high,False,low
MayFlys,Drama,de,0.13999999999999999,unknown,2019,0.0,3.35,0.0,0.312982092,low,high,False,low
Parwaaz Hai Junoon,Action,ur,0.13999999999999999,unknown,2018,4.074074074074074,9.35,0.006472743,0.312982092,low,high,False,high
Tofigh-e Ejbari,Comedy,fa,0.13999999999999999,unknown,2007,1.1851851851851851,7.667,0.009709115,0.312982092,low,high,False,low
Mako,Drama,ar,0.13999999999999999,synergy,2021,1.1851851851851851,6.8,0.0161818581951402,0.0,low,high,False,low
Matilda the Musical,Drama,en,0.13999999999999999,unknown,2010,5.925925925925926,6.0,0.009709115,0.312982092,low,high,False,low
Um lobo adolescente,Unknown,pt,0.13999999999999999,unknown,2008,0.0,9.0,0.003236372,0.312982092,low,low,False,low
Sonsuz Geceler,Romance,tr,0.13999999999999999,unknown,1965,0.0,9.35,0.006472743,0.312982092,low,medium,False,low
Battle Circus,Drama,en,0.13999999999999999,metro-goldwyn-mayer,1953,1.1111111111111107,6.3,0.0291273447512524,1.0234533082758621,medium,high,True,medium
Kung Food,Animation,zh,0.13999999999999999,unknown,2018,1.7777777777777777,7.0,0.003236372,0.312982092,low,medium,False,low
The Dangerous Stranger,Drama,en,0.13999999999999999,unknown,1950,0.0,4.5,0.006472743,0.312982092,low,high,False,low
Beddua,Drama,tr,0.13999999999999999,unknown,1980,1.6296296296296298,3.35,0.0,0.312982092,low,high,False,low
Aithe,Adventure,te,0.13999999999999999,unknown,2003,4.814814814814815,5.8,0.0194182298341683,0.312982092,low,high,False,medium
Best Actor,Comedy,ml,0.13999999999999999,unknown,2010,5.925925925925926,6.167,0.05825469,0.312982092,low,high,False,high
Honey Bee 2: Celebrations,Adventure,ml,0.13999999999999999,unknown,2017,3.9259259259259256,4.2,0.0194182298341683,0.312982092,low,high,False,low
Last Time in Clerkenwell,Animation,en,0.13999999999999999,unknown,2007,0.0,9.35,0.003236372,0.312982092,low,medium,False,low
Emma,Drama,en,0.13999999999999999,metro-goldwyn-mayer,1932,0.0,6.4,0.0226546014731963,1.0234533082758621,medium,high,True,medium
I Not Stupid,Comedy,zh,0.13999999999999999,unknown,2002,2.2222222222222223,6.9,0.05825469,0.312982092,low,high,False,high
Class Reunion,Comedy,et,0.13999999999999999,unknown,2016,1.1111111111111107,6.0,0.0226546014731963,0.312982092,low,high,False,medium
The Sholay Girl,Action,hi,0.1399,unknown,2019,2.296296296296296,7.0,0.003236372,0.312982092,low,high,False,low
Midnight Sun,Documentary,en,0.13979999999999998,unknown,2021,0.0,3.35,0.0,0.312982092,low,medium,False,low
Ishkq in Paris,Comedy,hi,0.1397,unknown,2013,1.481481481481481,5.6,0.0226546014731963,0.312982092,low,high,True,low
Savage,Comedy,en,0.1396,unknown,2017,1.8518518518518512,3.35,0.0,0.312982092,low,high,False,low
The Green Marker Scare,multiple,en,0.1394,unknown,2012,0.0,3.35,0.0,0.312982092,low,low,False,low
Greatest Hits,Comedy,en,0.1394,unknown,2012,2.0740740740740735,5.7,0.0194182298341683,0.312982092,low,high,False,low
Tomorrow Will Be Better,Drama,pl,0.1393,unknown,2011,3.185185185185185,7.2,0.0194182298341683,0.312982092,low,high,False,low
WWR From The Pinnacle To The Pit,Unknown,en,0.1393,unknown,2018,0.0,8.0,0.003236372,0.312982092,low,low,False,low
Агент Мамбо,Crime,ru,0.1391,unknown,2019,0.0,3.35,0.003236372,0.312982092,low,medium,False,low
Bar Wrestling 7: A Christmas Special,Drama,en,0.13899999999999998,unknown,2017,3.333333333333334,9.0,0.003236372,0.312982092,low,high,False,low
Machine,Action,hi,0.13899999999999998,unknown,2017,5.4074074074074066,4.2,0.0194182298341683,0.312982092,low,high,False,low
Savage,Comedy,en,0.13879999999999998,unknown,2017,1.8518518518518512,3.35,0.0,0.312982092,low,high,False,low
Ficção De Fã - O Filme,Science Fiction,pt,0.13879999999999998,walt disney,2021,0.0,9.35,0.009709115,2.4675621212941174,high,high,False,low
Sound Thoma,Comedy,ml,0.1383,unknown,2013,6.296296296296296,4.6,0.0226546014731963,0.312982092,low,high,False,high
Cass Timberlane,Drama,en,0.1381,metro-goldwyn-mayer,1947,3.2592592592592595,5.8,0.0129454865561122,1.0234533082758621,medium,high,True,low
Чародей равновесия. Тайна Сухаревой башни,multiple,ru,0.13799999999999998,master,2015,0.0740740740740744,6.5,0.003236372,0.01724705,low,low,False,high
She's Mine,Drama,en,0.1379,unknown,2018,0.22222222222222232,9.35,0.003236372,0.312982092,low,high,False,low
Monocerus,Drama,en,0.13779999999999998,unknown,2008,1.8518518518518512,3.35,0.0,0.312982092,low,high,False,low
EVE Let's Make History!,Unknown,en,0.1377,unknown,2016,0.0,7.0,0.003236372,0.312982092,low,low,False,low
I'm Not Angry!,Drama,fa,0.1376,unknown,2014,2.5925925925925917,7.8,0.0258909731122244,0.312982092,low,high,False,low
Bad Ben: The Mandela Effect,Comedy,en,0.1373,unknown,2018,0.0,5.0,0.009709115,0.312982092,low,high,False,low
WWE Diva Diaries,multiple,ru,0.13720000000000002,wwe,2007,1.481481481481481,9.35,0.003236372,0.060137019,low,low,False,low
Mayday! Überfall auf hoher See,Thriller,de,0.1371,ard/degeto,2001,0.0,9.35,0.003236372,0.180216364,low,medium,False,low
Choorian,Action,pa,0.1371,unknown,1998,6.814814814814815,9.35,0.003236372,0.312982092,low,high,False,medium
"Ay, Juancito",Drama,es,0.1371,unknown,2004,2.518518518518519,7.0,0.003236372,0.312982092,low,high,False,high
Silence of the Colors,Unknown,en,0.137,unknown,2008,0.0,9.35,0.003236372,0.312982092,low,low,False,low
WSU Secret Show,Unknown,en,0.137,unknown,2008,0.0,9.0,0.003236372,0.312982092,low,low,False,low
RISE 5: Rising Sun,Unknown,en,0.137,unknown,2008,0.0,7.0,0.003236372,0.312982092,low,low,False,low
Ice Ribbon New Ice Ribbon 898 Yokohama Ribbon,Unknown,en,0.137,unknown,2008,0.0,8.0,0.003236372,0.312982092,low,low,False,low
Jahnabi,Romance,en,0.1368,unknown,2020,0.0,3.35,0.0,0.312982092,low,medium,False,low
Lights of New York,Crime,en,0.1365,warner bros,1928,0.0,5.4,0.0258909731122244,1.6886122643533121,high,medium,False,low
Selfie,Comedy,es,0.13620000000000002,unknown,2017,0.7407407407407405,5.4,0.048545575,0.312982092,low,high,False,low
Odessa,Comedy,ru,0.13620000000000002,mosfilm,2019,4.074074074074074,6.4,0.035600088,0.000653075,low,high,False,low
Sasha Was Here,Drama,lt,0.1361,unknown,2019,1.481481481481481,6.0,0.0258909731122244,0.312982092,low,high,False,low
Shudhu Tomari Jonyo,Drama,bn,0.136,unknown,2015,5.481481481481481,8.0,0.006472743,0.312982092,low,high,False,low
Ecosystem,Animation,en,0.1356,unknown,2019,0.0,3.35,0.0,0.312982092,low,medium,False,low
August,Drama,fa,0.1355,unknown,2018,0.0,3.35,0.0,0.312982092,low,high,False,low
Chhakka Panja 3,Comedy,ne,0.1353,unknown,2018,5.185185185185185,3.35,0.0,0.312982092,low,high,False,low
Razia Sultan,Drama,hi,0.1353,unknown,1983,3.333333333333334,6.6,0.0161818581951402,0.312982092,low,high,False,low
Ace Danger,Science Fiction,en,0.1353,unknown,2018,0.0,3.35,0.0,0.312982092,low,high,False,low
Tri mushketera,Adventure,ru,0.13520000000000001,unknown,2013,2.7407407407407405,5.3,0.009709115,0.312982092,low,high,False,low
Düzensiz Düzenbazlar,Unknown,en,0.1349,unknown,2017,2.2222222222222223,3.35,0.0,0.312982092,low,low,False,low
Jockstrap Slaughterhouse,Horror,en,0.1348,unknown,2016,0.0,3.35,0.0,0.312982092,low,high,False,low
One Day: A Musical,Unknown,en,0.1345,unknown,2014,0.0,3.35,0.0,0.312982092,low,low,False,low
Rough House Rosie,Comedy,en,0.1345,unknown,1927,0.0,3.35,0.0,0.312982092,low,high,False,low
Sunset at Chaophraya,Drama,th,0.1345,unknown,2013,3.703703703703704,6.3,0.009709115,0.312982092,low,high,False,low
Hello Mr. Billionaire,Unknown,zh,0.13440000000000002,unknown,2008,0.0,3.35,0.0,0.312982092,low,low,False,high
Helal Süt,Drama,tr,0.13440000000000002,unknown,2013,0.0,3.35,0.0,0.312982092,low,high,False,low
Gönül Kuşu,Drama,tr,0.1341,unknown,1965,0.0,3.35,0.0,0.312982092,low,high,False,low
Rope,Unknown,en,0.1341,bbc,1947,0.37037037037037024,3.35,0.0,0.11591021775862069,low,low,False,low
Miras Uğrunda,Drama,tr,0.1341,unknown,1956,0.0,3.35,0.0,0.312982092,low,high,False,low
